year,unit,section,bucks,does,fawns,total_harvest,total_hunters,pct_success,rec_days
2022,102,archery,2,0,0,2,37,6,306
2022,103,archery,7,8,0,16,47,33,428
2022,104,archery,129,0,0,129,315,41,3123
2022,105,archery,29,0,0,29,136,21,777
2022,106,archery,0,0,0,0,27,0,117
2022,107,archery,1,3,0,4,24,16,181
2022,109,archery,4,0,0,4,66,6,348
2022,110,archery,52,6,0,58,136,43,1053
2022,111,archery,3,0,0,3,14,22,134
2022,112,archery,5,3,0,8,27,30,274
2022,113,archery,3,0,0,3,17,17,61
2022,114,archery,0,3,0,3,7,38,26
2022,115,archery,0,0,0,0,7,0,31
2022,116,archery,5,0,3,8,33,23,325
2022,117,archery,3,0,0,3,19,15,139
2022,118,archery,4,0,0,4,18,24,162
2022,119,archery,0,0,0,0,24,0,274
2022,120,archery,3,0,0,3,12,23,79
2022,121,archery,5,0,0,5,20,24,185
2022,122,archery,14,3,0,17,81,20,479
2022,123,archery,10,3,0,13,55,24,1066
2022,124,archery,4,6,0,10,28,36,331
2022,125,archery,9,5,0,14,78,18,728
2022,126,archery,3,0,0,3,57,5,306
2022,127,archery,0,0,0,0,47,0,244
2022,128,archery,28,5,0,33,68,48,952
2022,129,archery,6,3,0,9,31,28,318
2022,130,archery,6,0,0,6,44,13,477
2022,132,archery,2,0,0,2,32,6,198
2022,133,archery,0,0,0,0,11,0,53
2022,134,archery,16,2,0,18,21,83,232
2022,135,archery,4,3,0,7,29,24,307
2022,136,archery,9,0,0,9,22,43,131
2022,137,archery,4,0,0,4,7,50,84
2022,139,archery,6,0,0,6,31,19,232
2022,140,archery,16,0,0,16,48,34,352
2022,141,archery,0,0,0,0,6,0,91
2022,142,archery,4,0,0,4,31,13,320
2022,143,archery,0,0,0,0,7,0,21
2022,144,archery,3,0,0,3,15,18,180
2022,145,archery,0,0,0,0,9,0,67
2022,146,archery,12,0,0,12,60,19,797
2022,147,archery,0,0,0,0,20,0,86
2022,2,muzzleloader,5,0,0,5,6,75,23
2022,201,muzzleloader,5,0,0,5,8,63,35
2022,3,muzzleloader,5,3,0,8,25,33,75
2022,301,muzzleloader,0,0,0,0,5,0,5
2022,4,muzzleloader,3,5,2,9,39,23,206
2022,441,muzzleloader,3,3,0,5,8,66,14
2022,5,muzzleloader,5,6,0,11,35,32,191
2022,6,muzzleloader,13,0,0,13,31,40,140
2022,7,muzzleloader,23,5,0,27,278,10,1365
2022,8,muzzleloader,57,19,0,75,278,27,1196
2022,9,muzzleloader,0,5,0,5,16,29,24
2022,10,muzzleloader,5,0,0,5,5,100,21
2022,11,muzzleloader,3,0,0,3,23,11,106
2022,211,muzzleloader,0,0,0,0,20,0,65
2022,12,muzzleloader,5,3,0,8,44,19,234
2022,13,muzzleloader,3,0,0,3,3,100,11
2022,131,muzzleloader,0,0,0,0,8,0,33
2022,231,muzzleloader,8,0,0,8,35,22,188
2022,14,muzzleloader,0,9,0,9,23,40,105
2022,214,muzzleloader,5,6,0,11,22,50,83
2022,15,muzzleloader,20,9,0,29,149,20,802
2022,16,muzzleloader,10,0,0,10,16,61,75
2022,161,muzzleloader,14,0,0,14,24,60,95
2022,17,muzzleloader,6,0,0,6,16,40,49
2022,171,muzzleloader,2,0,0,2,12,15,73
2022,18,muzzleloader,11,45,0,56,388,14,1634
2022,181,muzzleloader,7,0,0,7,73,10,384
2022,19,muzzleloader,0,5,0,5,71,7,243
2022,191,muzzleloader,0,5,0,5,106,4,407
2022,20,muzzleloader,7,2,0,9,90,10,375
2022,21,muzzleloader,12,0,0,12,12,100,58
2022,22,muzzleloader,13,0,0,13,47,29,235
2022,23,muzzleloader,5,7,0,13,93,14,452
2022,24,muzzleloader,7,5,0,12,40,30,135
2022,25,muzzleloader,5,0,0,5,61,9,320
2022,26,muzzleloader,5,2,0,7,38,18,150
2022,27,muzzleloader,7,10,0,17,108,16,585
2022,28,muzzleloader,11,15,0,26,164,16,620
2022,29,muzzleloader,3,18,0,20,92,22,388
2022,30,muzzleloader,5,0,0,5,7,69,26
2022,31,muzzleloader,23,0,0,23,45,51,255
2022,32,muzzleloader,15,0,0,15,40,37,204
2022,33,muzzleloader,26,2,0,28,149,19,764
2022,34,muzzleloader,14,5,0,19,108,17,510
2022,35,muzzleloader,15,0,0,15,74,20,304
2022,36,muzzleloader,16,18,0,35,89,39,433
2022,361,muzzleloader,0,0,0,0,21,0,80
2022,37,muzzleloader,22,23,0,45,212,21,1084
2022,371,muzzleloader,7,8,0,15,30,50,163
2022,38,muzzleloader,6,2,0,7,59,13,286
2022,39,muzzleloader,20,5,0,25,104,24,473
2022,391,muzzleloader,0,0,0,0,3,0,18
2022,40,muzzleloader,24,0,0,24,33,73,154
2022,41,muzzleloader,14,0,0,14,36,40,207
2022,42,muzzleloader,22,5,0,26,54,49,253
2022,421,muzzleloader,44,5,0,48,140,34,724
2022,43,muzzleloader,36,0,0,36,138,26,701
2022,44,muzzleloader,16,5,0,21,55,39,251
2022,444,muzzleloader,19,7,0,26,76,34,397
2022,45,muzzleloader,26,0,0,26,59,44,296
2022,46,muzzleloader,14,2,0,17,66,25,254
2022,461,muzzleloader,6,6,0,12,12,100,33
2022,47,muzzleloader,3,2,0,5,29,19,94
2022,471,muzzleloader,0,0,0,0,19,0,64
2022,48,muzzleloader,8,5,0,13,40,32,198
2022,481,muzzleloader,6,0,0,6,16,40,48
2022,49,muzzleloader,17,0,0,17,62,28,297
2022,50,muzzleloader,5,0,0,5,27,18,139
2022,500,muzzleloader,0,0,0,0,19,0,67
2022,501,muzzleloader,13,6,0,19,66,28,300
2022,51,muzzleloader,27,9,0,35,60,59,276
2022,511,muzzleloader,34,8,3,44,59,74,248
2022,52,muzzleloader,13,0,0,13,38,36,154
2022,521,muzzleloader,19,0,0,19,30,64,182
2022,53,muzzleloader,4,0,0,4,16,23,91
2022,54,muzzleloader,20,0,0,20,44,45,269
2022,55,muzzleloader,35,0,0,35,49,71,229
2022,551,muzzleloader,30,0,0,30,42,72,211
2022,56,muzzleloader,5,0,0,5,24,21,117
2022,561,muzzleloader,5,2,0,6,15,44,78
2022,57,muzzleloader,6,0,0,6,10,57,60
2022,58,muzzleloader,9,0,0,9,39,24,208
2022,581,muzzleloader,13,7,0,20,49,41,213
2022,59,muzzleloader,7,5,0,12,23,54,78
2022,60,muzzleloader,5,0,0,5,10,50,42
2022,61,muzzleloader,3,0,0,3,20,13,122
2022,62,muzzleloader,26,0,0,26,82,31,407
2022,63,muzzleloader,17,0,0,17,22,77,79
2022,64,muzzleloader,4,0,0,4,25,18,92
2022,65,muzzleloader,17,0,0,17,53,32,227
2022,66,muzzleloader,32,0,0,32,60,53,262
2022,67,muzzleloader,23,0,0,23,56,41,289
2022,68,muzzleloader,12,0,0,12,56,21,221
2022,681,muzzleloader,9,0,0,9,50,17,268
2022,682,muzzleloader,0,0,0,0,6,0,24
2022,69,muzzleloader,29,5,2,37,96,38,379
2022,691,muzzleloader,0,0,0,0,2,0,2
2022,70,muzzleloader,32,0,0,32,63,51,306
2022,71,muzzleloader,3,0,0,3,32,8,186
2022,711,muzzleloader,19,0,0,19,26,71,132
2022,72,muzzleloader,33,0,0,33,61,54,272
2022,73,muzzleloader,25,0,0,25,41,61,161
2022,74,muzzleloader,31,0,0,31,70,43,328
2022,741,muzzleloader,3,5,0,8,23,36,126
2022,75,muzzleloader,34,2,0,36,105,34,476
2022,751,muzzleloader,19,9,0,28,93,30,428
2022,76,muzzleloader,10,0,0,10,16,61,78
2022,77,muzzleloader,30,5,0,34,116,30,490
2022,771,muzzleloader,0,0,0,0,9,0,15
2022,78,muzzleloader,39,0,0,39,110,36,561
2022,79,muzzleloader,4,0,0,4,19,21,89
2022,791,muzzleloader,2,0,0,2,5,33,24
2022,80,muzzleloader,23,0,0,23,62,37,277
2022,81,muzzleloader,54,0,0,54,104,51,576
2022,82,muzzleloader,26,0,0,26,57,46,275
2022,83,muzzleloader,10,0,0,10,10,100,22
2022,84,muzzleloader,26,5,0,31,68,45,286
2022,85,muzzleloader,16,0,0,16,30,53,144
2022,851,muzzleloader,1,0,0,1,5,20,9
2022,86,muzzleloader,5,5,0,10,58,17,286
2022,861,muzzleloader,0,0,0,0,8,0,36
2022,87,muzzleloader,0,0,0,0,18,0,70
2022,88,muzzleloader,2,0,0,2,21,11,77
2022,89,muzzleloader,7,0,0,7,13,51,60
2022,91,muzzleloader,7,3,5,15,48,31,203
2022,92,muzzleloader,4,7,0,11,48,24,137
2022,93,muzzleloader,3,6,0,9,33,28,133
2022,94,muzzleloader,7,3,0,9,15,61,40
2022,95,muzzleloader,2,2,0,4,13,34,50
2022,951,muzzleloader,3,5,0,8,21,40,95
2022,96,muzzleloader,14,2,0,16,47,34,137
2022,97,muzzleloader,2,0,0,2,6,27,14
2022,98,muzzleloader,3,0,0,3,17,20,71
2022,99,muzzleloader,8,0,0,8,36,21,122
2022,100,muzzleloader,2,0,0,2,15,12,57
2022,101,muzzleloader,2,0,0,2,27,8,83
2022,102,muzzleloader,2,6,0,8,34,23,137
2022,103,muzzleloader,12,9,0,21,45,48,157
2022,104,muzzleloader,2,2,0,5,33,14,94
2022,105,muzzleloader,16,2,0,18,37,48,130
2022,106,muzzleloader,11,0,0,11,11,100,44
2022,107,muzzleloader,5,0,0,5,12,39,36
2022,109,muzzleloader,7,6,0,13,35,37,133
2022,110,muzzleloader,13,0,2,15,48,31,176
2022,111,muzzleloader,13,5,0,18,18,100,63
2022,112,muzzleloader,5,0,0,5,15,31,74
2022,113,muzzleloader,0,1,0,1,5,19,20
2022,114,muzzleloader,0,0,0,0,2,0,7
2022,115,muzzleloader,0,0,0,0,6,0,29
2022,116,muzzleloader,0,0,0,0,7,0,36
2022,117,muzzleloader,1,0,0,1,2,50,10
2022,118,muzzleloader,3,0,0,3,6,50,14
2022,119,muzzleloader,3,0,0,3,16,18,54
2022,120,muzzleloader,5,1,0,6,6,100,8
2022,121,muzzleloader,7,0,0,7,14,49,42
2022,122,muzzleloader,3,0,0,3,17,17,68
2022,123,muzzleloader,3,0,0,3,5,54,13
2022,124,muzzleloader,0,0,0,0,5,0,21
2022,125,muzzleloader,2,4,0,6,20,32,93
2022,126,muzzleloader,8,3,0,11,24,45,87
2022,127,muzzleloader,2,5,0,7,25,29,99
2022,128,muzzleloader,0,2,0,2,15,14,47
2022,129,muzzleloader,2,2,0,4,5,79,16
2022,130,muzzleloader,3,0,0,3,6,50,17
2022,132,muzzleloader,4,0,0,4,6,67,19
2022,133,muzzleloader,0,0,0,0,3,0,16
2022,135,muzzleloader,4,2,0,6,24,24,80
2022,137,muzzleloader,0,0,0,0,2,0,8
2022,139,muzzleloader,0,0,0,0,3,0,14
2022,140,muzzleloader,4,0,0,4,11,41,51
2022,142,muzzleloader,3,0,0,3,14,22,49
2022,143,muzzleloader,0,0,0,0,2,0,2
2022,144,muzzleloader,7,2,0,9,15,62,31
2022,146,muzzleloader,0,2,0,2,18,12,52
2022,147,muzzleloader,0,0,0,0,2,0,4
2022,48,whitetail,0,0,0,0,18,0,53
2022,511,whitetail,0,0,0,0,3,0,5
2022,56,whitetail,5,0,0,5,7,71,12
2022,561,whitetail,0,0,0,0,2,0,2
2022,58,whitetail,3,0,0,3,8,33,23
2022,581,whitetail,5,3,0,8,10,75,33
2022,59,whitetail,0,0,0,0,30,0,140
2022,591,whitetail,3,3,0,5,30,17,193
2022,69,whitetail,13,5,0,18,53,33,278
2022,691,whitetail,0,0,0,0,3,0,5
2022,84,whitetail,13,18,0,30,140,21,780
2022,85,whitetail,3,8,0,10,45,22,220
2022,851,whitetail,5,5,0,10,20,50,143
2022,86,whitetail,0,0,0,0,5,0,95
2022,861,whitetail,3,0,0,3,10,26,15
2022,103,whitetail,0,6,0,6,17,36,112
2022,104,whitetail,4,10,2,15,40,37,161
2022,105,whitetail,5,17,0,21,100,21,513
2022,106,whitetail,0,3,0,3,14,22,30
2022,107,whitetail,11,13,0,24,128,19,367
2022,109,whitetail,31,16,0,47,164,29,627
2022,110,whitetail,9,9,0,17,60,29,431
2022,111,whitetail,14,9,0,23,45,52,173
2022,112,whitetail,3,7,0,10,32,33,92
2022,113,whitetail,3,2,0,5,29,18,92
2022,114,whitetail,0,2,0,2,12,17,44
2022,115,whitetail,3,4,0,7,19,38,53
2022,116,whitetail,12,10,2,25,95,26,272
2022,117,whitetail,6,2,0,8,36,23,100
2022,118,whitetail,0,1,0,1,11,12,104
2022,119,whitetail,6,5,0,11,54,20,357
2022,120,whitetail,3,7,3,13,22,61,42
2022,121,whitetail,0,2,0,2,16,12,63
2022,122,whitetail,6,9,0,15,51,28,242
2022,123,whitetail,11,3,0,14,60,24,987
2022,124,whitetail,0,6,0,6,22,25,138
2022,125,whitetail,12,16,5,33,121,27,729
2022,126,whitetail,17,14,0,31,104,30,422
2022,127,whitetail,17,25,1,43,107,40,454
2022,128,whitetail,10,26,0,36,74,48,488
2022,129,whitetail,14,13,2,29,58,49,325
2022,130,whitetail,4,0,0,4,28,13,210
2022,132,whitetail,17,5,2,24,58,42,272
2022,133,whitetail,0,3,0,3,8,37,29
2022,134,whitetail,12,6,0,18,26,70,218
2022,135,whitetail,0,7,0,7,18,41,57
2022,136,whitetail,0,0,0,0,16,0,56
2022,137,whitetail,0,0,0,0,6,0,17
2022,138,whitetail,0,0,0,0,1,0,3
2022,139,whitetail,20,14,0,34,100,34,466
2022,140,whitetail,0,3,0,3,8,33,65
2022,141,whitetail,0,0,0,0,4,0,41
2022,143,whitetail,3,0,0,3,8,39,26
2022,144,whitetail,4,1,0,5,24,22,81
2022,145,whitetail,2,0,0,2,14,14,51
2022,146,whitetail,12,4,0,16,53,30,230
2022,147,whitetail,2,0,0,2,23,7,90
2022,103,whitetail,0,6,0,6,17,36,112
2022,104,whitetail,0,0,0,0,10,0,38
2022,105,whitetail,0,0,0,0,8,0,136
2022,107,whitetail,0,2,0,2,5,33,44
2022,109,whitetail,2,0,0,2,29,6,158
2022,110,whitetail,3,6,0,10,37,26,362
2022,111,whitetail,3,0,0,3,6,56,23
2022,112,whitetail,0,3,0,3,10,33,52
2022,113,whitetail,0,0,0,0,8,0,25
2022,114,whitetail,0,0,0,0,2,0,2
2022,115,whitetail,0,0,0,0,2,0,3
2022,118,whitetail,0,0,0,0,9,0,100
2022,119,whitetail,0,0,0,0,24,0,274
2022,120,whitetail,0,0,0,0,7,0,13
2022,121,whitetail,0,0,0,0,7,0,36
2022,122,whitetail,3,3,0,6,24,23,130
2022,123,whitetail,3,3,0,6,42,15,894
2022,124,whitetail,0,6,0,6,11,53,110
2022,125,whitetail,3,5,0,8,41,20,340
2022,126,whitetail,0,0,0,0,11,0,58
2022,127,whitetail,0,0,0,0,24,0,123
2022,128,whitetail,7,5,0,12,25,45,330
2022,129,whitetail,0,3,0,3,14,20,179
2022,130,whitetail,0,0,0,0,19,0,190
2022,132,whitetail,2,0,0,2,18,11,142
2022,134,whitetail,3,2,0,6,6,100,152
2022,135,whitetail,0,3,0,3,8,43,41
2022,136,whitetail,0,0,0,0,6,0,26
2022,139,whitetail,0,0,0,0,14,0,102
2022,141,whitetail,0,0,0,0,4,0,41
2022,145,whitetail,0,0,0,0,3,0,9
2022,146,whitetail,0,0,0,0,6,0,22
2022,147,whitetail,0,0,0,0,6,0,21
2022,104,whitetail,0,0,0,0,2,0,8
2022,105,whitetail,0,0,0,0,3,0,16
2022,109,whitetail,6,6,0,12,17,68,48
2022,110,whitetail,0,0,0,0,7,0,18
2022,111,whitetail,0,3,0,3,3,100,5
2022,112,whitetail,0,0,0,0,1,0,2
2022,115,whitetail,0,0,0,0,1,0,5
2022,116,whitetail,0,0,0,0,1,0,6
2022,119,whitetail,0,0,0,0,10,0,35
2022,122,whitetail,0,0,0,0,1,0,2
2022,123,whitetail,0,0,0,0,2,0,5
2022,124,whitetail,0,0,0,0,2,0,5
2022,125,whitetail,2,1,0,3,11,31,60
2022,126,whitetail,0,0,0,0,4,0,19
2022,127,whitetail,2,5,0,7,14,54,64
2022,128,whitetail,0,2,0,2,6,33,14
2022,129,whitetail,2,2,0,4,5,79,16
2022,132,whitetail,4,0,0,4,6,67,19
2022,135,whitetail,0,2,0,2,8,25,8
2022,146,whitetail,0,2,0,2,6,33,25
2022,147,whitetail,0,0,0,0,2,0,4
2022,48,whitetail,0,0,0,0,18,0,53
2022,511,whitetail,0,0,0,0,3,0,5
2022,56,whitetail,5,0,0,5,7,71,12
2022,561,whitetail,0,0,0,0,2,0,2
2022,58,whitetail,3,0,0,3,8,33,23
2022,581,whitetail,5,3,0,8,10,75,33
2022,59,whitetail,0,0,0,0,30,0,140
2022,591,whitetail,3,3,0,5,30,17,193
2022,69,whitetail,13,5,0,18,53,33,278
2022,691,whitetail,0,0,0,0,3,0,5
2022,84,whitetail,13,18,0,30,140,21,780
2022,85,whitetail,3,8,0,10,45,22,220
2022,851,whitetail,5,5,0,10,20,50,143
2022,86,whitetail,0,0,0,0,5,0,95
2022,861,whitetail,3,0,0,3,10,26,15
2022,104,whitetail,4,10,2,15,28,54,116
2022,105,whitetail,5,17,0,21,89,24,361
2022,106,whitetail,0,3,0,3,14,22,30
2022,107,whitetail,11,12,0,22,123,18,323
2022,109,whitetail,24,10,0,34,118,29,421
2022,110,whitetail,5,3,0,8,16,50,52
2022,111,whitetail,11,7,0,17,36,47,144
2022,112,whitetail,3,4,0,7,20,35,38
2022,113,whitetail,3,2,0,5,20,25,67
2022,114,whitetail,0,2,0,2,10,19,42
2022,115,whitetail,3,4,0,7,16,44,45
2022,116,whitetail,12,10,2,25,94,26,266
2022,117,whitetail,6,2,0,8,36,23,100
2022,118,whitetail,0,1,0,1,1,100,4
2022,119,whitetail,6,5,0,11,20,54,48
2022,120,whitetail,3,7,3,13,15,87,29
2022,121,whitetail,0,2,0,2,9,22,27
2022,122,whitetail,3,6,0,9,26,35,109
2022,123,whitetail,8,0,0,8,16,50,89
2022,124,whitetail,0,0,0,0,9,0,24
2022,125,whitetail,7,10,5,22,69,31,329
2022,126,whitetail,17,14,0,31,88,35,345
2022,127,whitetail,15,19,1,35,69,51,268
2022,128,whitetail,3,19,0,22,43,52,144
2022,129,whitetail,12,8,2,22,39,56,130
2022,130,whitetail,4,0,0,4,10,38,20
2022,132,whitetail,11,5,2,18,34,53,111
2022,133,whitetail,0,3,0,3,8,37,29
2022,134,whitetail,9,4,0,13,20,62,66
2022,135,whitetail,0,2,0,2,2,100,8
2022,136,whitetail,0,0,0,0,10,0,30
2022,137,whitetail,0,0,0,0,6,0,17
2022,138,whitetail,0,0,0,0,1,0,3
2022,139,whitetail,20,14,0,34,86,39,364
2022,140,whitetail,0,3,0,3,8,33,65
2022,143,whitetail,3,0,0,3,8,39,26
2022,144,whitetail,4,1,0,5,24,22,81
2022,145,whitetail,2,0,0,2,11,17,42
2022,146,whitetail,12,2,0,14,41,34,183
2022,147,whitetail,2,0,0,2,15,10,64
2022,87,season_choice,49,60,10,118,445,27,2799
2022,91,season_choice,0,23,0,23,76,30,368
2022,92,season_choice,0,30,0,30,75,41,379
2022,93,season_choice,39,46,7,91,395,23,2272
2022,96,season_choice,0,52,7,59,161,36,1005
2022,101,season_choice,42,28,2,72,249,29,1187
2022,301,rifle_2nd,0,5,0,5,5,100,81
2022,4,rifle_2nd,0,3,0,3,19,15,104
2022,13,rifle_2nd,0,0,0,0,14,0,49
2022,33,rifle_2nd,0,14,0,14,38,36,106
2022,41,rifle_2nd,0,23,0,23,46,50,387
2022,56,rifle_2nd,0,12,0,12,14,83,36
2022,57,rifle_2nd,0,0,0,0,2,0,7
2022,581,rifle_2nd,0,22,3,25,29,89,400
2022,69,rifle_2nd,0,13,3,16,29,56,152
2022,85,rifle_2nd,0,54,0,54,94,58,594
2022,104,rifle_2nd,0,182,0,182,341,53,3562
2022,191,rifle_2nd,0,5,0,5,5,100,6
2022,29,rifle_2nd,0,0,0,0,2,0,4
2022,30,rifle_2nd,0,4,0,4,7,57,18
2022,38,rifle_2nd,5,4,0,9,13,69,25
2022,40,rifle_2nd,0,1,0,1,2,50,6
2022,41,rifle_2nd,0,7,0,7,17,41,60
2022,411,rifle_2nd,0,3,0,3,10,30,31
2022,421,rifle_2nd,1,0,0,1,1,100,3
2022,44,rifle_2nd,1,0,0,1,3,33,36
2022,511,rifle_2nd,0,21,0,22,26,84,29
2022,512,rifle_2nd,13,6,0,19,24,80,27
2022,57,rifle_2nd,0,4,0,4,4,100,8
2022,581,rifle_2nd,0,0,0,0,3,0,3
2022,59,rifle_2nd,0,8,0,8,11,73,14
2022,62,rifle_2nd,0,26,1,27,57,47,198
2022,63,rifle_2nd,0,0,2,2,2,100,2
2022,64,rifle_2nd,0,7,0,7,14,50,70
2022,65,rifle_2nd,0,4,0,4,4,100,7
2022,681,rifle_2nd,0,9,0,9,10,85,12
2022,69,rifle_2nd,0,19,0,19,20,95,44
2022,711,rifle_2nd,0,0,0,0,1,0,4
2022,741,rifle_2nd,0,3,0,3,5,60,8
2022,75,rifle_2nd,0,7,0,7,8,88,34
2022,771,rifle_2nd,1,0,0,1,3,33,28
2022,79,rifle_2nd,0,7,0,7,13,54,15
2022,80,rifle_2nd,0,0,0,0,4,0,4
2022,81,rifle_2nd,0,16,0,16,24,67,141
2022,83,rifle_2nd,0,13,0,13,17,76,39
2022,84,rifle_2nd,0,43,0,43,48,90,64
2022,85,rifle_2nd,0,5,0,5,7,71,7
2022,86,rifle_2nd,0,9,0,9,9,100,18
2022,861,rifle_2nd,0,4,0,4,4,100,4
2022,91,rifle_2nd,0,9,0,9,9,100,22
2022,94,rifle_2nd,0,4,0,4,4,100,4
2022,95,rifle_2nd,0,7,0,7,9,78,74
2022,96,rifle_2nd,0,23,0,23,34,68,74
2022,98,rifle_2nd,1,0,0,1,1,100,10
2022,99,rifle_2nd,0,14,0,14,23,60,249
2022,103,rifle_2nd,1,4,1,6,25,24,35
2022,104,rifle_2nd,0,1,0,1,3,33,4
2022,105,rifle_2nd,0,17,2,19,22,86,34
2022,107,rifle_2nd,0,0,0,0,10,0,20
2022,116,rifle_2nd,0,0,0,0,2,0,3
2022,125,rifle_2nd,0,11,0,11,11,100,20
2022,126,rifle_2nd,0,1,0,1,2,50,3
2022,129,rifle_2nd,0,1,0,1,1,100,1
2022,133,rifle_2nd,0,1,0,1,2,50,2
2022,135,rifle_2nd,0,14,0,14,16,86,31
2023,2,all,30,0,0,30,53,57,278
2023,201,all,50,0,0,50,60,83,261
2023,3,all,352,27,2,380,981,39,3969
2023,301,all,230,6,0,236,529,45,1720
2023,4,all,248,64,0,312,659,47,2676
2023,441,all,72,11,0,83,228,36,902
2023,5,all,55,23,2,80,213,38,928
2023,6,all,96,1,0,97,239,41,1232
2023,7,all,103,54,3,160,1070,15,5128
2023,8,all,122,80,0,202,1218,17,5734
2023,9,all,59,41,0,100,239,42,1622
2023,10,all,29,0,0,29,37,78,208
2023,11,all,222,14,2,238,537,44,2111
2023,211,all,271,8,0,280,546,51,2209
2023,12,all,146,18,0,163,553,30,2630
2023,13,all,92,15,0,107,228,47,959
2023,131,all,13,2,0,15,68,23,339
2023,231,all,14,8,0,22,124,18,679
2023,14,all,14,11,0,25,173,14,1032
2023,214,all,15,6,3,25,123,20,568
2023,15,all,302,75,13,390,1200,33,5907
2023,16,all,26,0,0,26,140,19,704
2023,161,all,86,1,0,87,253,34,1303
2023,17,all,10,0,0,10,107,9,482
2023,171,all,16,3,0,18,124,15,586
2023,18,all,296,36,12,344,1470,23,6770
2023,181,all,34,3,0,37,432,9,1815
2023,19,all,221,60,0,281,1015,28,3676
2023,191,all,411,131,10,552,1351,41,4378
2023,20,all,585,182,17,784,1895,41,11273
2023,21,all,367,0,0,367,430,85,1990
2023,22,all,292,24,6,322,479,67,2238
2023,23,all,141,15,0,156,564,28,2866
2023,24,all,29,10,0,40,280,14,1353
2023,25,all,253,41,9,303,955,32,4616
2023,26,all,146,44,3,192,502,38,2128
2023,27,all,55,27,0,82,555,15,2529
2023,28,all,116,25,5,146,986,15,4180
2023,29,all,131,109,10,249,918,27,4464
2023,30,all,112,23,0,136,247,55,1192
2023,31,all,257,2,0,260,495,52,2269
2023,32,all,65,8,0,73,159,46,690
2023,33,all,326,35,0,361,1152,31,6418
2023,34,all,125,13,2,140,667,21,3083
2023,35,all,279,52,4,335,870,39,3433
2023,36,all,229,45,4,279,787,35,3142
2023,361,all,42,4,0,46,192,24,867
2023,37,all,114,21,0,135,632,21,2411
2023,371,all,9,19,0,28,202,14,870
2023,38,all,173,78,11,261,1275,20,7181
2023,39,all,114,39,16,168,636,26,3601
2023,391,all,84,20,0,104,290,36,2827
2023,40,all,275,0,0,275,372,74,1662
2023,41,all,208,27,0,235,606,39,2874
2023,411,all,100,80,9,189,362,52,1568
2023,42,all,438,10,0,448,845,53,3395
2023,421,all,326,23,0,349,806,43,3919
2023,43,all,236,40,0,276,693,40,3647
2023,44,all,105,31,0,136,262,52,1392
2023,444,all,214,63,11,288,679,42,3565
2023,45,all,91,11,0,101,321,32,1407
2023,46,all,71,46,2,119,411,29,2069
2023,461,all,172,33,6,211,456,46,3185
2023,47,all,82,7,0,89,229,39,1077
2023,471,all,19,0,0,19,84,23,298
2023,48,all,65,2,0,67,205,33,944
2023,481,all,76,42,0,118,268,44,1158
2023,49,all,315,40,0,355,727,49,2689
2023,50,all,69,4,0,73,277,27,1294
2023,500,all,19,4,0,24,110,21,494
2023,501,all,165,66,8,239,522,46,2424
2023,51,all,246,85,0,331,572,58,2759
2023,511,all,223,67,0,290,516,56,2379
2023,512,all,15,7,0,22,25,87,32
2023,52,all,412,103,5,520,922,56,4076
2023,521,all,146,3,0,149,443,34,2127
2023,53,all,255,17,0,272,374,73,1890
2023,54,all,269,72,0,341,622,55,3089
2023,55,all,308,148,5,462,686,67,3049
2023,551,all,176,92,7,275,469,59,2323
2023,56,all,102,6,2,111,298,37,1375
2023,561,all,48,0,0,48,183,26,945
2023,57,all,90,28,0,118,263,45,796
2023,58,all,259,9,2,270,534,51,2249
2023,581,all,218,49,0,266,540,49,2377
2023,59,all,65,3,2,70,168,42,847
2023,591,all,62,24,0,87,180,48,1051
2023,60,all,116,8,0,124,212,58,1137
2023,61,all,141,0,0,141,239,59,1261
2023,62,all,605,37,1,644,1403,46,7375
2023,63,all,261,22,3,286,396,72,1715
2023,64,all,168,7,0,175,387,45,1764
2023,65,all,303,5,0,308,690,45,3239
2023,66,all,225,109,2,337,511,66,2327
2023,67,all,238,136,0,375,557,67,2642
2023,68,all,202,6,0,208,459,45,2225
2023,681,all,172,1,0,173,403,43,2074
2023,682,all,10,0,0,10,13,76,27
2023,69,all,406,115,0,521,1090,48,4191
2023,691,all,64,0,0,64,117,55,426
2023,70,all,772,15,0,787,1118,70,5557
2023,71,all,112,0,0,112,382,29,1819
2023,711,all,405,0,0,405,688,59,3400
2023,72,all,439,91,0,531,884,60,3428
2023,73,all,270,12,0,282,594,48,2871
2023,74,all,107,0,0,107,326,33,1829
2023,741,all,156,19,0,175,372,47,1640
2023,75,all,380,73,5,458,918,50,4072
2023,751,all,240,58,2,301,637,47,2820
2023,76,all,41,0,0,41,86,47,440
2023,77,all,360,40,0,400,1010,40,4616
2023,771,all,278,48,2,328,572,57,2393
2023,78,all,538,48,2,588,1007,58,4735
2023,79,all,163,29,0,192,276,69,1169
2023,791,all,4,11,0,15,20,73,67
2023,80,all,273,2,0,275,604,46,3086
2023,81,all,200,28,1,229,516,44,2402
2023,82,all,173,2,1,176,399,44,1827
2023,83,all,65,6,0,71,92,77,413
2023,84,all,360,112,5,477,1092,44,4863
2023,85,all,380,64,0,444,833,53,4209
2023,851,all,76,2,0,79,156,51,926
2023,86,all,172,26,0,198,422,47,1584
2023,861,all,36,0,0,36,71,50,280
