year,unit,section,bucks,does,fawns,total_harvest,total_hunters,pct_success,rec_days
2021,128,whitetail,4,3,0,7,32,22,127
2021,129,whitetail,12,15,0,27,45,60,182
2021,130,whitetail,0,0,0,0,10,0,38
2021,132,whitetail,17,10,4,31,39,79,105
2021,134,whitetail,7,8,0,15,15,100,29
2021,135,whitetail,0,4,0,4,20,20,83
2021,137,whitetail,0,0,0,0,5,0,32
2021,138,whitetail,0,0,0,0,3,0,23
2021,139,whitetail,14,5,0,19,40,48,143
2021,141,whitetail,0,3,0,3,6,50,8
2021,143,whitetail,21,0,0,21,40,53,190
2021,144,whitetail,27,2,0,29,83,35,353
2021,145,whitetail,10,0,0,10,43,23,125
2021,146,whitetail,10,10,0,20,40,50,156
2021,147,whitetail,3,1,0,4,13,31,23
2021,91,season_choice,0,20,5,25,83,30,264
2021,92,season_choice,0,22,4,26,70,37,326
2021,93,season_choice,40,54,12,106,397,27,2492
2021,96,season_choice,0,56,14,70,191,37,1453
2021,101,season_choice,48,28,7,83,247,34,1390
2021,4,rifle_2nd,1,11,0,12,24,50,97
2021,13,rifle_2nd,0,0,0,0,4,0,19
2021,33,rifle_2nd,0,66,0,66,115,57,542
2021,41,rifle_2nd,0,13,0,13,30,43,367
2021,56,rifle_2nd,0,5,0,5,8,63,30
2021,57,rifle_2nd,0,3,0,3,4,75,8
2021,581,rifle_2nd,0,15,0,15,36,42,320
2021,69,rifle_2nd,0,10,0,10,30,33,208
2021,85,rifle_2nd,0,54,0,54,101,53,538
2021,104,rifle_2nd,0,259,18,277,454,61,6094
2021,29,rifle_2nd,0,1,0,1,1,100,2
2021,30,rifle_2nd,0,5,0,5,12,42,24
2021,36,rifle_2nd,0,0,0,0,1,0,1
2021,38,rifle_2nd,4,0,0,4,8,50,16
2021,40,rifle_2nd,0,0,1,1,6,17,18
2021,41,rifle_2nd,0,10,0,10,26,38,72
2021,411,rifle_2nd,0,3,0,3,5,60,6
2021,42,rifle_2nd,0,0,0,0,1,0,5
2021,421,rifle_2nd,0,5,0,5,5,100,5
2021,44,rifle_2nd,1,0,0,1,2,50,36
2021,511,rifle_2nd,0,19,0,19,19,100,25
2021,512,rifle_2nd,15,10,0,25,28,89,32
2021,521,rifle_2nd,0,1,0,1,1,100,2
2021,55,rifle_2nd,1,0,0,1,1,100,1
2021,551,rifle_2nd,1,0,0,1,1,100,3
2021,57,rifle_2nd,0,1,0,1,1,100,1
2021,581,rifle_2nd,0,28,0,28,35,80,77
2021,62,rifle_2nd,0,52,0,52,86,60,379
2021,64,rifle_2nd,0,7,0,7,11,64,29
2021,65,rifle_2nd,0,5,0,5,5,100,13
2021,68,rifle_2nd,0,2,0,2,2,100,2
2021,681,rifle_2nd,0,10,1,11,13,85,24
2021,69,rifle_2nd,0,29,0,29,34,85,51
2021,691,rifle_2nd,0,4,0,4,4,100,4
2021,711,rifle_2nd,0,2,0,2,2,100,2
2021,741,rifle_2nd,0,2,1,3,5,60,7
2021,75,rifle_2nd,0,0,0,0,2,0,2
2021,771,rifle_2nd,1,0,0,1,1,100,2
2021,79,rifle_2nd,0,5,0,5,10,50,16
2021,80,rifle_2nd,0,1,0,1,3,33,10
2021,81,rifle_2nd,0,18,0,18,19,95,76
2021,83,rifle_2nd,0,14,0,14,16,88,22
2021,84,rifle_2nd,0,93,0,93,111,84,183
2021,85,rifle_2nd,0,2,0,2,3,67,3
2021,86,rifle_2nd,0,0,0,0,1,0,1
2021,91,rifle_2nd,0,10,0,10,13,77,42
2021,95,rifle_2nd,0,9,0,9,12,75,35
2021,96,rifle_2nd,0,24,0,24,57,42,225
2021,98,rifle_2nd,0,3,2,5,5,100,15
2021,99,rifle_2nd,0,11,0,11,29,38,72
2021,102,rifle_2nd,0,9,1,10,12,83,30
2021,104,rifle_2nd,0,4,0,4,8,50,21
2021,105,rifle_2nd,0,7,0,7,10,70,22
2021,107,rifle_2nd,3,1,0,4,10,40,21
2021,116,rifle_2nd,0,2,0,2,3,67,4
2021,123,rifle_2nd,0,2,0,2,4,50,9
2021,125,rifle_2nd,0,7,0,7,16,44,28
2021,133,rifle_2nd,0,0,0,0,1,0,1
2021,135,rifle_2nd,0,7,0,7,10,70,13
2022,1,all,15,0,0,15,16,94,53
2022,2,all,38,0,0,38,44,86,215
2022,201,all,51,0,0,51,63,81,249
2022,3,all,1104,451,14,1570,2278,69,7832
2022,301,all,645,173,9,826,1286,64,4219
2022,4,all,734,323,34,1093,1703,64,6648
2022,441,all,170,41,7,218,407,54,1407
2022,5,all,148,88,6,242,420,58,1792
2022,6,all,119,0,0,119,226,53,1028
2022,7,all,73,22,0,95,1162,8,5933
2022,8,all,121,46,2,168,1307,13,6083
2022,9,all,40,46,0,86,226,38,1178
2022,10,all,50,0,0,50,61,82,265
2022,11,all,432,251,15,698,1362,51,5647
2022,211,all,342,119,18,479,1002,48,3878
2022,12,all,346,121,28,495,1289,38,5528
2022,13,all,210,22,5,237,539,44,1863
2022,131,all,3,3,0,6,94,7,527
2022,231,all,26,9,0,35,160,22,829
2022,14,all,35,43,0,78,307,25,1567
2022,214,all,37,21,0,58,162,36,688
2022,15,all,252,67,9,328,1314,25,6801
2022,16,all,59,0,0,59,129,46,602
2022,161,all,140,0,0,140,232,61,1057
2022,17,all,37,0,0,37,102,36,451
2022,171,all,34,0,0,34,135,25,693
2022,18,all,189,176,19,383,2648,14,10674
2022,181,all,100,75,0,174,838,21,3442
2022,19,all,207,112,4,323,973,33,3826
2022,191,all,346,156,9,511,1259,41,4173
2022,20,all,528,213,11,752,1889,40,14028
2022,21,all,362,0,0,362,425,85,1983
2022,22,all,456,152,22,630,1063,59,4875
2022,23,all,285,64,8,356,1173,30,5363
2022,24,all,31,9,5,45,362,12,1596
2022,25,all,225,34,4,262,950,28,4548
2022,26,all,125,37,5,167,526,32,2090
2022,27,all,72,90,0,162,839,19,3424
2022,28,all,165,96,27,288,1928,15,7780
2022,29,all,126,82,3,211,890,24,3955
2022,30,all,116,23,2,142,255,55,1073
2022,31,all,287,3,0,290,538,54,2516
2022,32,all,86,0,0,86,188,46,831
2022,33,all,307,32,0,338,1242,27,6393
2022,34,all,74,27,0,101,661,15,3008
2022,35,all,340,31,4,375,863,43,3001
2022,36,all,303,68,0,371,953,39,3766
2022,361,all,65,4,0,68,226,30,894
2022,37,all,171,120,27,318,1426,22,5639
2022,371,all,28,35,7,69,342,20,1259
2022,38,all,114,60,10,185,1111,17,5826
2022,39,all,120,65,4,189,663,29,3221
2022,391,all,74,32,0,107,337,32,2927
2022,40,all,270,1,0,271,400,68,1920
2022,41,all,326,39,0,364,823,44,4350
2022,411,all,159,68,0,227,428,53,1640
2022,42,all,426,14,0,440,826,53,3620
2022,421,all,330,11,0,341,775,44,3748
2022,43,all,383,28,2,413,890,46,4572
2022,44,all,127,27,5,158,275,58,1391
2022,444,all,260,63,6,329,704,47,3335
2022,45,all,73,0,0,73,304,24,1446
2022,46,all,99,58,6,164,400,41,1980
2022,461,all,113,52,0,164,376,44,2617
2022,47,all,61,2,0,63,172,37,694
2022,471,all,18,4,0,22,98,22,500
2022,48,all,58,5,0,63,234,27,1223
2022,481,all,110,26,2,138,289,48,1337
2022,49,all,384,31,0,415,713,58,2616
2022,50,all,74,10,0,84,269,31,1284
2022,500,all,4,3,0,7,90,7,480
2022,501,all,197,91,0,288,511,56,2199
2022,51,all,210,61,0,270,499,54,2517
2022,511,all,260,103,8,371,571,65,2523
2022,512,all,13,6,0,19,24,80,27
2022,52,all,330,88,3,421,847,50,3602
2022,521,all,160,0,0,160,456,35,2329
2022,53,all,233,15,0,248,335,74,1455
2022,54,all,312,41,2,355,569,62,2836
2022,55,all,268,168,10,447,659,68,2865
2022,551,all,185,82,5,272,425,64,2068
2022,56,all,142,19,2,163,306,53,1296
2022,561,all,68,2,0,69,151,46,596
2022,57,all,126,28,0,155,308,50,1039
2022,58,all,188,21,0,209,484,43,2096
2022,581,all,260,54,3,317,537,59,2445
2022,59,all,66,13,0,79,162,49,659
2022,591,all,55,15,0,70,156,45,1283
2022,60,all,118,1,1,120,186,64,889
2022,61,all,120,0,0,120,228,53,1307
2022,62,all,541,57,1,598,1246,48,6283
2022,63,all,257,32,2,290,351,83,1438
2022,64,all,98,7,0,105,324,32,1248
2022,65,all,373,4,0,377,747,51,3360
2022,66,all,249,103,2,355,453,78,1947
2022,67,all,214,106,6,326,475,69,2079
2022,68,all,221,0,0,221,479,46,2191
2022,681,all,169,9,0,178,352,51,1673
2022,682,all,4,0,0,4,29,13,64
2022,69,all,388,88,6,482,996,48,3953
2022,691,all,19,8,0,26,97,27,434
2022,70,all,747,9,0,757,1113,68,5304
2022,71,all,134,0,0,134,407,33,2224
2022,711,all,365,0,0,365,638,57,2854
2022,72,all,458,87,0,545,860,63,3242
2022,73,all,254,20,0,274,571,48,2612
2022,74,all,102,0,0,102,312,33,1809
2022,741,all,195,28,0,222,372,60,1598
2022,75,all,314,117,2,433,1046,41,4622
2022,751,all,318,55,0,373,769,49,3277
2022,76,all,42,0,0,42,74,57,457
2022,77,all,408,51,2,461,1044,44,4540
2022,771,all,263,46,4,313,525,60,2015
2022,78,all,333,23,0,356,855,42,4033
2022,79,all,133,27,0,160,276,58,1103
2022,791,all,5,2,0,7,21,33,101
2022,80,all,295,0,0,295,515,57,2298
2022,81,all,285,16,0,301,558,54,2962
2022,82,all,190,0,0,190,395,48,1837
2022,83,all,75,13,0,88,100,89,315
2022,84,all,461,115,0,575,1049,55,4312
2022,85,all,311,67,0,378,726,52,3749
2022,851,all,72,5,0,77,113,68,474
2022,86,all,145,27,0,172,396,43,1607
2022,861,all,12,9,0,21,78,27,280
2022,87,all,77,73,13,163,685,24,3943
2022,88,all,54,25,0,79,201,39,684
2022,89,all,77,32,2,111,242,46,847
2022,90,all,22,21,0,43,76,56,299
2022,91,all,47,76,12,135,372,36,1744
2022,92,all,56,52,3,111,366,30,1592
2022,93,all,71,71,7,149,539,28,2826
2022,94,all,100,40,10,150,253,59,1393
2022,95,all,59,40,5,104,292,36,1429
2022,951,all,112,38,0,150,329,46,1952
2022,96,all,183,109,7,298,681,44,3366
2022,97,all,29,13,3,44,96,46,372
2022,98,all,125,75,0,201,393,51,1861
2022,99,all,125,76,4,205,464,44,2071
2022,100,all,54,39,3,96,184,52,711
2022,101,all,91,48,2,141,417,34,1952
2022,102,all,87,40,3,131,329,40,1409
2022,103,all,54,56,12,122,391,31,1682
2022,104,all,229,241,11,480,1036,46,8053
2022,105,all,284,125,6,415,833,50,3198
2022,106,all,54,18,0,72,135,54,446
2022,107,all,106,55,10,170,387,44,1337
2022,109,all,125,61,3,189,474,40,1850
2022,110,all,97,28,6,130,307,42,1653
2022,111,all,64,18,2,84,147,57,599
2022,112,all,37,14,0,52,109,47,510
2022,113,all,18,11,2,31,86,36,294
2022,114,all,30,5,0,34,93,37,338
2022,115,all,20,13,0,33,83,40,289
2022,116,all,85,27,5,118,264,45,1107
2022,117,all,38,13,3,54,145,37,555
2022,118,all,27,12,0,39,99,39,423
2022,119,all,41,11,0,51,127,40,572
2022,120,all,34,33,3,70,119,59,442
2022,121,all,44,8,0,52,101,51,433
2022,122,all,90,44,0,134,277,48,1163
2022,123,all,39,17,0,56,163,34,1484
2022,124,all,34,21,0,55,118,47,581
2022,125,all,52,34,5,91,258,35,1544
2022,126,all,50,31,8,89,289,31,1239
2022,127,all,56,58,7,121,268,45,987
2022,128,all,63,31,0,94,196,48,1366
2022,129,all,36,21,4,61,123,49,626
2022,130,all,33,4,0,36,116,31,710
2022,132,all,88,19,2,108,201,54,664
2022,133,all,9,4,0,13,46,28,270
2022,134,all,36,8,0,44,76,58,446
2022,135,all,24,29,0,53,114,47,630
2022,136,all,63,17,0,80,174,46,703
2022,137,all,44,13,0,56,102,55,418
2022,138,all,1,0,0,1,9,15,23
2022,139,all,81,34,2,116,232,50,1049
2022,140,all,71,4,0,75,218,34,1041
2022,141,all,15,7,0,23,37,62,191
2022,142,all,19,17,0,36,82,44,521
2022,143,all,14,7,0,21,65,32,250
2022,144,all,49,23,0,72,156,46,592
2022,145,all,13,4,0,17,47,35,185
2022,146,all,51,12,0,63,198,32,1410
2022,147,all,17,3,0,20,81,24,331
2022,1,rifle_all,15,0,0,15,16,94,53
2022,2,rifle_all,31,0,0,31,34,94,156
2022,201,rifle_all,43,0,0,43,48,90,177
2022,3,rifle_all,1066,443,14,1523,2181,70,7349
2022,301,rifle_all,645,173,9,826,1264,65,4144
2022,4,rifle_all,720,314,32,1068,1568,68,5889
2022,441,rifle_all,163,38,7,207,367,57,1196
2022,5,rifle_all,116,60,6,182,284,64,996
2022,6,rifle_all,103,0,0,103,137,75,548
2022,7,rifle_all,30,17,0,47,582,8,2273
2022,8,rifle_all,49,17,2,68,694,10,2804
2022,9,rifle_all,40,39,0,79,178,44,908
2022,10,rifle_all,45,0,0,45,52,87,210
2022,11,rifle_all,430,251,15,695,1303,53,5314
2022,211,rifle_all,342,116,18,476,973,49,3739
2022,12,rifle_all,334,118,28,480,1149,42,4791
2022,13,rifle_all,203,22,5,230,523,44,1777
2022,131,rifle_all,0,0,0,0,59,0,233
2022,231,rifle_all,14,2,0,16,88,18,383
2022,14,rifle_all,14,14,0,28,158,18,624
2022,214,rifle_all,20,6,0,26,86,30,277
2022,15,rifle_all,225,52,9,286,1025,28,4792
2022,16,rifle_all,47,0,0,47,97,48,380
2022,161,rifle_all,104,0,0,104,147,70,587
2022,17,rifle_all,30,0,0,30,83,37,379
2022,171,rifle_all,26,0,0,26,101,26,496
2022,18,rifle_all,178,115,19,311,2001,16,7473
2022,181,rifle_all,92,75,0,167,709,24,2711
2022,19,rifle_all,207,63,4,273,709,39,2159
2022,191,rifle_all,338,152,9,498,996,50,3196
2022,20,rifle_all,503,189,8,700,1591,44,12160
2022,21,rifle_all,331,0,0,331,363,91,1490
2022,22,rifle_all,442,149,22,614,971,63,4306
2022,23,rifle_all,249,49,8,306,934,33,4128
2022,24,rifle_all,23,0,5,29,239,12,1049
2022,25,rifle_all,219,28,4,251,814,31,3678
2022,26,rifle_all,120,35,5,160,459,35,1713
2022,27,rifle_all,64,57,0,122,672,18,2419
2022,28,rifle_all,154,74,27,256,1512,17,5402
2022,29,rifle_all,115,58,3,177,678,26,2789
2022,30,rifle_all,105,10,2,117,177,66,700
2022,31,rifle_all,230,0,0,230,412,56,1747
2022,32,rifle_all,60,0,0,60,108,55,331
2022,33,rifle_all,264,21,0,285,961,30,4616
2022,34,rifle_all,60,19,0,79,492,16,2062
2022,35,rifle_all,318,31,4,353,729,48,2389
2022,36,rifle_all,283,42,0,325,797,41,2824
2022,361,rifle_all,65,4,0,68,198,35,757
2022,37,rifle_all,136,81,27,244,1020,24,3425
2022,371,rifle_all,20,27,7,54,253,22,781
2022,38,rifle_all,102,52,10,164,883,19,4153
2022,39,rifle_all,75,51,4,130,392,33,1579
2022,391,rifle_all,60,32,0,92,293,32,2655
2022,40,rifle_all,196,1,0,197,290,68,1142
2022,41,rifle_all,281,31,0,312,630,50,2748
2022,411,rifle_all,151,68,0,219,414,53,1536
2022,42,rifle_all,398,5,0,403,687,59,2824
2022,421,rifle_all,255,0,0,255,481,53,1863
2022,43,rifle_all,295,16,2,313,577,54,2406
2022,44,rifle_all,97,18,5,119,162,74,652
2022,444,rifle_all,212,47,6,266,522,51,2106
2022,45,rifle_all,24,0,0,24,173,14,665
2022,46,rifle_all,72,42,6,120,261,46,1217
2022,461,rifle_all,100,43,0,144,316,46,2249
2022,47,rifle_all,58,0,0,58,116,50,496
2022,471,rifle_all,14,0,0,14,44,31,184
2022,48,rifle_all,41,0,0,41,118,35,488
2022,481,rifle_all,95,26,2,123,214,58,757
2022,49,rifle_all,346,29,0,375,566,66,1815
2022,50,rifle_all,69,0,0,69,183,38,685
2022,500,rifle_all,4,0,0,4,30,13,62
2022,501,rifle_all,178,73,0,251,354,71,1198
2022,51,rifle_all,166,35,0,200,347,58,1446
2022,511,rifle_all,187,95,5,288,389,74,1188
2022,512,rifle_all,13,6,0,19,24,80,27
2022,52,rifle_all,317,88,3,407,784,52,3253
2022,521,rifle_all,127,0,0,127,370,34,1438
2022,53,rifle_all,216,15,0,231,279,83,1145
2022,54,rifle_all,277,41,2,320,471,68,2127
2022,55,rifle_all,218,168,10,396,559,71,2231
2022,551,rifle_all,141,82,5,228,341,67,1445
2022,56,rifle_all,133,19,2,154,251,61,966
2022,561,rifle_all,63,0,0,63,116,54,397
2022,57,rifle_all,121,28,0,149,271,55,819
2022,58,rifle_all,171,13,0,183,356,52,1262
2022,581,rifle_all,226,28,3,258,391,66,1512
2022,59,rifle_all,43,8,0,51,113,45,460
2022,591,rifle_all,55,15,0,70,152,46,1266
2022,60,rifle_all,98,1,1,100,145,69,647
2022,61,rifle_all,105,0,0,105,167,63,757
2022,62,rifle_all,464,57,1,522,989,53,4149
2022,63,rifle_all,208,32,2,242,283,85,1060
2022,64,rifle_all,90,7,0,97,265,37,999
2022,65,rifle_all,340,4,0,344,597,58,2414
2022,66,rifle_all,194,103,2,300,330,91,1250
2022,67,rifle_all,179,106,6,291,365,80,1352
2022,68,rifle_all,199,0,0,199,354,56,1456
2022,681,rifle_all,153,9,0,161,258,63,1029
2022,682,rifle_all,4,0,0,4,20,18,31
2022,69,rifle_all,318,63,3,383,778,49,2763
2022,691,rifle_all,19,2,0,21,84,25,349
2022,70,rifle_all,699,9,0,708,958,74,4079
2022,71,rifle_all,120,0,0,120,299,40,1298
2022,711,rifle_all,342,0,0,342,576,59,2389
2022,72,rifle_all,394,87,0,481,739,65,2576
2022,73,rifle_all,200,20,0,220,450,49,1576
2022,74,rifle_all,48,0,0,48,153,32,629
2022,741,rifle_all,190,21,0,210,319,66,1259
2022,75,rifle_all,260,97,2,358,797,45,3061
2022,751,rifle_all,281,43,0,324,587,55,2321
2022,76,rifle_all,25,0,0,25,37,66,142
2022,77,rifle_all,351,26,2,380,748,51,3045
2022,771,rifle_all,259,41,4,303,492,62,1892
2022,78,rifle_all,280,13,0,293,626,47,2624
2022,79,rifle_all,127,27,0,154,252,61,991
2022,791,rifle_all,3,2,0,5,16,33,77
2022,80,rifle_all,235,0,0,235,351,67,1272
2022,81,rifle_all,189,16,0,205,311,66,1244
2022,82,rifle_all,159,0,0,159,303,53,1285
2022,83,rifle_all,57,13,0,70,82,86,260
2022,84,rifle_all,400,99,0,499,882,57,3353
2022,85,rifle_all,250,67,0,317,604,53,2736
2022,851,rifle_all,62,5,0,67,92,73,374
2022,86,rifle_all,129,22,0,151,304,50,1063
2022,861,rifle_all,12,9,0,21,66,32,213
2022,87,rifle_all,77,73,13,163,644,25,3575
2022,88,rifle_all,52,25,0,77,174,44,522
2022,89,rifle_all,67,28,2,97,212,46,674
2022,90,rifle_all,22,21,0,43,70,61,218
2022,91,rifle_all,30,70,6,106,269,39,1015
2022,92,rifle_all,41,42,3,86,259,33,1070
2022,93,rifle_all,65,66,7,137,495,28,2588
2022,94,rifle_all,48,37,10,95,167,57,632
2022,95,rifle_all,50,38,5,93,250,37,1059
2022,951,rifle_all,93,33,0,126,249,51,894
2022,96,rifle_all,128,104,7,238,543,44,2360
2022,97,rifle_all,27,13,3,42,84,50,326
2022,98,rifle_all,107,75,0,183,335,55,1334
2022,99,rifle_all,105,76,4,185,384,48,1608
2022,100,rifle_all,52,39,3,94,165,57,615
2022,101,rifle_all,80,46,2,127,349,36,1535
2022,102,rifle_all,83,35,3,121,258,47,966
2022,103,rifle_all,35,39,12,85,300,28,1097
2022,104,rifle_all,97,239,11,347,688,50,4836
2022,105,rifle_all,239,123,6,368,660,56,2291
2022,106,rifle_all,43,18,0,61,97,63,285
2022,107,rifle_all,100,52,10,162,351,46,1121
2022,109,rifle_all,114,55,3,172,373,46,1369
2022,110,rifle_all,32,21,4,57,123,47,424
2022,111,rifle_all,48,13,2,63,115,55,402
2022,112,rifle_all,28,11,0,39,66,58,162
2022,113,rifle_all,15,10,2,27,65,42,213
2022,114,rifle_all,30,2,0,32,83,38,304
2022,115,rifle_all,20,13,0,33,70,47,229
2022,116,rifle_all,81,27,2,111,224,49,745
2022,117,rifle_all,34,13,3,50,123,41,406
2022,118,rifle_all,20,12,0,31,75,42,247
2022,119,rifle_all,38,11,0,49,87,56,244
2022,120,rifle_all,26,32,3,61,101,61,355
2022,121,rifle_all,32,8,0,40,68,60,206
2022,122,rifle_all,73,42,0,115,179,64,616
2022,123,rifle_all,26,14,0,40,103,39,405
2022,124,rifle_all,30,15,0,45,84,53,228
2022,125,rifle_all,41,24,5,70,161,44,723
2022,126,rifle_all,40,28,8,75,209,36,847
2022,127,rifle_all,53,52,7,113,195,58,643
2022,128,rifle_all,34,25,0,59,114,52,368
2022,129,rifle_all,28,16,4,48,86,56,292
2022,130,rifle_all,24,4,0,27,66,42,216
2022,132,rifle_all,82,19,2,102,163,63,447
2022,133,rifle_all,9,4,0,13,32,41,201
2022,134,rifle_all,21,6,0,26,54,48,214
2022,135,rifle_all,17,24,0,40,61,66,244
2022,136,rifle_all,54,17,0,71,152,47,573
2022,137,rifle_all,40,13,0,53,93,56,326
2022,138,rifle_all,1,0,0,1,9,15,23
2022,139,rifle_all,75,34,2,111,198,56,803
2022,140,rifle_all,51,4,0,55,160,34,639
2022,141,rifle_all,15,7,0,23,30,75,99
2022,142,rifle_all,12,17,0,29,37,78,152
2022,143,rifle_all,14,7,0,21,56,37,227
2022,144,rifle_all,39,21,0,60,126,48,380
2022,145,rifle_all,13,4,0,17,39,43,119
2022,146,rifle_all,39,10,0,49,120,41,561
2022,147,rifle_all,17,3,0,20,60,33,242
2022,6,rifle_high_country,28,0,0,28,52,55,213
2022,7,rifle_high_country,2,0,0,2,11,14,31
2022,14,rifle_high_country,10,0,0,10,32,30,116
2022,16,rifle_high_country,29,0,0,29,50,58,158
2022,161,rifle_high_country,39,0,0,39,62,64,208
2022,17,rifle_high_country,22,0,0,22,39,55,137
2022,171,rifle_high_country,20,0,0,20,42,47,177
2022,24,rifle_high_country,2,0,0,2,10,15,66
2022,36,rifle_high_country,0,0,0,0,9,0,54
2022,43,rifle_high_country,20,0,0,20,39,52,193
2022,44,rifle_high_country,2,0,0,2,5,33,26
2022,444,rifle_high_country,0,0,0,0,9,0,27
2022,45,rifle_high_country,3,0,0,3,11,29,45
2022,47,rifle_high_country,15,0,0,15,36,43,167
2022,471,rifle_high_country,9,0,0,9,28,31,133
2022,48,rifle_high_country,4,0,0,4,11,32,45
2022,481,rifle_high_country,2,0,0,2,5,33,11
2022,56,rifle_high_country,5,0,0,5,7,75,25
2022,561,rifle_high_country,4,0,0,4,4,100,12
2022,65,rifle_high_country,16,0,0,16,25,63,100
2022,74,rifle_high_country,13,0,0,13,26,51,101
2022,82,rifle_high_country,6,0,0,6,18,31,69
2022,86,rifle_high_country,16,0,0,16,22,75,58
2022,861,rifle_high_country,0,0,0,0,2,0,2
2022,87,rifle_plains,29,14,3,45,199,23,776
2022,88,rifle_plains,52,25,0,77,174,44,522
2022,89,rifle_plains,67,28,2,97,212,46,674
2022,90,rifle_plains,22,21,0,43,70,61,218
2022,91,rifle_plains,30,38,6,74,185,40,625
2022,92,rifle_plains,41,12,3,56,185,30,691
2022,93,rifle_plains,26,20,0,46,101,46,316
2022,94,rifle_plains,48,33,10,91,163,56,628
2022,95,rifle_plains,50,31,5,86,241,36,985
2022,951,rifle_plains,93,33,0,126,249,51,894
2022,96,rifle_plains,128,28,0,157,348,45,1281
2022,97,rifle_plains,27,13,3,42,84,50,326
2022,98,rifle_plains,106,75,0,182,334,54,1324
2022,99,rifle_plains,105,62,4,171,361,48,1359
2022,100,rifle_plains,52,39,3,94,165,57,615
2022,101,rifle_plains,38,18,0,55,100,56,348
2022,102,rifle_plains,83,35,3,121,258,47,966
2022,103,rifle_plains,34,35,11,79,275,29,1062
2022,104,rifle_plains,82,35,9,126,293,43,1092
2022,105,rifle_plains,234,89,4,327,549,60,1897
2022,106,rifle_plains,43,15,0,58,83,70,256
2022,107,rifle_plains,89,41,10,139,217,64,778
2022,109,rifle_plains,90,45,3,138,255,54,948
2022,110,rifle_plains,27,19,4,49,107,46,372
2022,111,rifle_plains,37,7,2,46,78,59,257
2022,112,rifle_plains,25,7,0,32,46,68,124
2022,113,rifle_plains,12,8,2,22,44,50,146
2022,114,rifle_plains,30,0,0,30,73,41,262
2022,115,rifle_plains,17,10,0,26,54,48,184
2022,116,rifle_plains,69,17,0,86,128,67,477
2022,117,rifle_plains,28,11,3,42,88,48,306
2022,118,rifle_plains,20,10,0,30,73,41,243
2022,119,rifle_plains,32,6,0,38,67,56,196
2022,120,rifle_plains,23,25,0,48,85,56,326
2022,121,rifle_plains,32,6,0,38,58,65,178
2022,122,rifle_plains,70,35,0,106,153,69,506
2022,123,rifle_plains,18,14,0,32,87,37,316
2022,124,rifle_plains,30,15,0,45,75,60,204
2022,125,rifle_plains,34,4,0,38,80,47,375
2022,126,rifle_plains,23,13,8,43,118,37,499
2022,127,rifle_plains,38,33,6,78,126,62,375
2022,128,rifle_plains,32,5,0,37,71,52,224
2022,129,rifle_plains,16,7,3,25,46,54,161
2022,130,rifle_plains,20,4,0,24,56,42,196
2022,132,rifle_plains,71,13,0,84,129,65,336
2022,133,rifle_plains,9,0,0,9,22,41,170
2022,134,rifle_plains,12,2,0,14,34,40,148
2022,135,rifle_plains,17,8,0,25,43,57,205
2022,136,rifle_plains,20,2,0,22,73,30,286
2022,137,rifle_plains,40,13,0,53,88,60,309
2022,138,rifle_plains,1,0,0,1,8,18,21
2022,139,rifle_plains,55,20,2,77,112,69,438
2022,141,rifle_plains,15,7,0,23,30,75,99
2022,142,rifle_plains,12,17,0,29,37,78,152
2022,143,rifle_plains,11,7,0,17,48,36,202
2022,144,rifle_plains,35,20,0,55,103,54,299
2022,145,rifle_plains,11,4,0,15,27,55,77
2022,146,rifle_plains,28,8,0,35,79,45,379
2022,147,rifle_plains,15,3,0,18,44,41,177
2022,3,ranching,50,14,0,63,92,69,162
2022,301,ranching,34,14,1,49,65,75,171
2022,4,ranching,65,30,1,97,114,85,232
2022,441,ranching,14,6,0,20,22,91,59
2022,5,ranching,36,24,0,60,78,76,181
2022,6,ranching,4,0,0,4,4,100,18
2022,10,ranching,0,0,0,0,2,0,8
2022,11,ranching,6,1,1,8,15,53,34
2022,211,ranching,30,6,0,36,39,92,62
2022,12,ranching,0,5,0,5,11,48,44
2022,214,ranching,5,6,0,11,11,100,22
2022,23,ranching,12,2,0,14,16,88,43
2022,25,ranching,30,4,3,36,49,73,152
2022,40,ranching,15,0,0,15,16,94,48
2022,85,ranching,1,0,0,1,3,33,13
2022,851,ranching,13,0,0,13,16,81,36
2022,104,ranching,12,10,0,22,24,92,62
2022,136,ranching,34,15,0,49,69,71,257
2022,140,ranching,8,1,0,9,20,46,71
2022,6,early_late,0,0,0,0,9,0,36
2022,7,early_late,2,0,0,2,11,14,31
2022,9,early_late,40,22,0,62,158,40,850
2022,14,early_late,10,0,0,10,32,30,116
2022,16,early_late,5,0,0,5,11,42,31
2022,161,early_late,5,0,0,5,16,31,50
2022,19,early_late,0,5,0,5,32,14,133
2022,191,early_late,0,60,5,64,83,78,202
2022,20,early_late,307,181,8,495,1061,47,10284
2022,24,early_late,2,0,0,2,10,15,66
2022,29,early_late,30,24,3,57,167,34,1147
2022,33,early_late,0,7,0,7,31,22,83
2022,36,early_late,0,0,0,0,9,0,54
2022,38,early_late,47,42,10,100,475,21,2804
2022,39,early_late,0,34,4,39,81,48,475
2022,391,early_late,57,32,0,89,286,31,2637
2022,411,early_late,2,65,0,67,104,65,413
2022,43,early_late,20,0,0,20,39,52,193
2022,44,early_late,2,0,0,2,5,33,26
2022,444,early_late,0,0,0,0,9,0,27
2022,45,early_late,3,0,0,3,11,29,45
